course_title,url,price,reviews,duration,Lectures,course level
Python Projects,https://www.udemy.com/course/aamirp-python_projects/,83,5 ,4  hours,22 ,Beginner Level
Statistics for Data Analytics,https://www.udemy.com/course/statistics-for-data-analytics/,124,5 ,6.5  hours,26 ,All Levels
Plotly in R Programming,https://www.udemy.com/course/plotly-in-r-programming/,31,5 ,3  hours,45 ,All Levels
Backpropagation Learning Method in Matlab,https://www.udemy.com/course/backpropagation-learning-method-in-matlab/,136,5 ,3.5  hours,19 ,All Levels
Data Science: Credit Card Fraud Detection - Model Building,https://www.udemy.com/course/data-science-credit-card-fraud-detection-model-building/,181,5 ,1.5  hours,32 ,All Levels
Nature of intelligence-advanced topics in machine learning,https://www.udemy.com/course/nature-of-intelligence/,158,5 ,4  hours,9 ,Expert
Machine Learning with Python,https://www.udemy.com/course/machine-learning-with-python-u/,177,5 ,1.5  hours,26 ,Intermediate Level
Tensorflow Tutorial: Hands-on AI development with Tensorflow,https://www.udemy.com/course/tensorflow-tutorial-get-hands-on-training/,88,5 ,7  hours,40 ,Beginner Level
"Big Data Visualization Toolkit (Tableau, Alteryx, QlikSense)",https://www.udemy.com/course/the-big-data-toolkit-bundle-tableau-alteryx-qliksense/,171,5 ,25  hours,179 ,Beginner Level
Master Python Data Analysis and Modelling Essentials,https://www.udemy.com/course/master-python-data-analysis-and-modelling-essentials/,93,5 ,7.5  hours,37 ,All Levels
Python: Master Machine Learning with Python: 3-in-1,https://www.udemy.com/course/python-master-machine-learning-with-python-3-in-1/,101,5 ,11  hours,144 ,Beginner Level
Hands-On Unsupervised Learning with TensorFlow 2.0,https://www.udemy.com/course/hands-on-unsupervised-learning-with-tensorflow-20/,199,5 ,2.5  hours,27 ,Intermediate Level
Feature Engineering Case Study in Python,https://www.udemy.com/course/feature-engineering-case-study-in-python/,149,5 ,1.5  hours,30 ,Beginner Level
Deep learning with PyTorch | Medical Imaging Competitions,https://www.udemy.com/course/deep-learning-in-action-medical-imaging-competitions/,163,5 ,4  hours,29 ,Intermediate Level
Hands-On Keras for Machine Learning Engineers,https://www.udemy.com/course/hands-on-keras-for-machine-learning-engineers/,154,5 ,2.5  hours,70 ,Beginner Level
Big Data Processing and Machine Learning with Apache Spark,https://www.udemy.com/course/big-data-processing-and-machine-learning-with-apache-spark/,47,5 ,9  hours,95 ,Beginner Level
Progressive Deep Learning with Keras in Practice,https://www.udemy.com/course/progressive-deep-learning-with-keras-in-practice/,75,5 ,9.5  hours,81 ,Intermediate Level
Introduction to AI Governance,https://www.udemy.com/course/introduction-to-ai-governance/,146,5 ,1.5  hours,8 ,All Levels
Association Rule : Unsupervised Machine Learning in Python,https://www.udemy.com/course/association/,25,5 ,1  hour,17 ,All Levels
Python for Data Science â Hands On: 2-in-1,https://www.udemy.com/course/python-for-data-science-hands-on-2-in-1/,28,5 ,7  hours,60 ,Beginner Level
iOS Development with Xcode and Firebase for Beginners,https://www.udemy.com/course/firebase-basics-with-ios-for-beginners/,5,5 ,2  hours,21 ,Beginner Level
Understanding Artificial Intelligence and Machine Learning,https://www.udemy.com/course/understanding-artificial-intelligence-and-machine-learning/,54,5 ,8.5  hours,29 ,All Levels
Data Science on R 2021-22,https://www.udemy.com/course/data-science-on-r-by-orangetree-global/,123,5 ,11.5  hours,97 ,Intermediate Level
Data Science Bootcamp: Your First Step as a Data Scientist,https://www.udemy.com/course/r-for-data-science-first-step-data-scientist/,133,5 ,12  hours,102 ,All Levels
Deep Learning :The Complete Guide with CNN and ANN,https://www.udemy.com/course/deep-learning-the-complete-guide-with-cnn-and-ann/,43,5 ,6.5  hours,31 ,Intermediate Level
Basics of R for Data Science,https://www.udemy.com/course/basics-of-r-for-data-science/,78,5 ,2.5  hours,33 ,Intermediate Level
DVC and Git For Data Science,https://www.udemy.com/course/dvc-and-git-for-data-science/,146,5 ,9.5  hours,54 ,All Levels
Build Python Apps with TensorFlow and a Fun Super Tank Game,https://www.udemy.com/course/build-python-apps-with-tensorflow-and-a-fun-super-tank-game/,28,5 ,24.5  hours,166 ,All Levels
Using AI to Transform Search,https://www.udemy.com/course/using-ai-to-transform-search/,185,5 ,2  hours,21 ,Intermediate Level
Think Like Data Scientist: Processes and Tools,https://www.udemy.com/course/think-like-data-scientist-processes-and-tools/,135,5 ,2  hours,94 ,Intermediate Level
Natural Language Processing-NLP with Deep Learning in Python,https://www.udemy.com/course/natural-language-processing-nlp-with-deep-learning-in-python-nltk-a-z/,56,5 ,4  hours,29 ,Intermediate Level
Machine Learning and Deep Learning with OpenCV,https://www.udemy.com/course/machine-learning-and-deep-learning-with-opencv/,17,5 ,6.5  hours,63 ,Beginner Level
Working with Apache Spark (Sept-2020),https://www.udemy.com/course/working-with-apache-spark/,46,5 ,3  hours,28 ,All Levels
Master Google Cloud | A Step-by-Step Guide for 2022,https://www.udemy.com/course/master-google-cloud-a-step-by-step-guide-for-2021/,55,5 ,8  hours,119 ,All Levels
Introduction to GIS and Remote Sensing with R,https://www.udemy.com/course/introduction-to-gis-and-remote-sensing-with-r/,26,5 ,1  hour,31 ,All Levels
"TensorFlow Hub: Deep Learning, Computer Vision and NLP",https://www.udemy.com/course/tensorflow-hub-deep-learning-computer-vision-nlp/,104,5 ,7  hours,46 ,Beginner Level
Applied Statistics using R with Data Processing,https://www.udemy.com/course/applied-statistics-with-r/,86,5 ,2  hours,39 ,Beginner Level
The Complete Supervised Machine Learning Models in R,https://www.udemy.com/course/the-complete-supervised-machine-learning-models-in-r-y/,196,5 ,13.5  hours,95 ,All Levels
"Numpy,pandas and data visualisation using python",https://www.udemy.com/course/numpypandas-and-data-visualisation-using-python/,33,5 ,1  hour,13 ,All Levels
"Data science ,Analytics & AI Real world Project using Python",https://www.udemy.com/course/data-science-analytics-ai-real-world-project-using-python/,191,5 ,7  hours,45 ,All Levels
Data Science Machine Learning & AI with 7 Hands on Projects,https://www.udemy.com/course/data-science-machine-learning-ai-with-7-hands-on-projects/,2,5 ,2.5  hours,16 ,All Levels
Practical Machine Learning and Deep Learning with TensorFlow,https://www.udemy.com/course/practical-machine-learning-and-deep-learning-with-tensorflow/,53,4 ,10  hours,95 ,Beginner Level
Artificial Intelligence in Web Design and Live Project,https://www.udemy.com/course/artificial-intelligence-in-web-design-live-project/,39,4 ,3  hours,15 ,All Levels
Learn To Develop Video Content Using Artificial Intelligence,https://www.udemy.com/course/learn-to-develop-video-content-using-artificial-intelligence/,145,4 ,34  mins,7 ,Beginner Level
LEARNING PATH: Python: Complete Data Analysis With Python,https://www.udemy.com/course/learning-path-python-complete-data-analysis-with-python/,23,4 ,3.5  hours,33 ,Beginner Level
Deep Learning for Computer Vision,https://www.udemy.com/course/dl_compvision/,21,4 ,11  hours,34 ,Intermediate Level
Learn To Develop Video Content Using Artificial Intelligence,https://www.udemy.com/course/learn-to-develop-video-content-using-artificial-intelligence/,107,4 ,34  mins,7 ,Beginner Level
Trading-Bot with Python,https://www.udemy.com/course/trading-bot-with-python/,113,4 ,5.5  hours,45 ,All Levels
SGLearn@Artificial Intelligence I: Basics and Games in Java,https://www.udemy.com/course/sglearnartificial-intelligence-i-basics-and-games-in-java/,152,4 ,7  hours,69 ,All Levels
Feature importance and model interpretation in Python,https://www.udemy.com/course/feature-importance-and-model-interpretation-in-python/,23,4 ,2  hours,8 ,Expert
Classification Models: Supervised Machine Learning in Python,https://www.udemy.com/course/supervisedlearning/,94,4 ,1  hour,22 ,All Levels
Fundamentals of image gradients and edge detection,https://www.udemy.com/course/fundamentals-of-image-gradients-and-edge-detection/,57,4 ,3.5  hours,22 ,Beginner Level
A non-technical introduction to AI and its buzz words,https://www.udemy.com/course/intro-to-artificial-intelligence/,110,4 ,34  mins,20 ,Intermediate Level
Data Science & Python: Data Science with Real Problems (2),https://www.udemy.com/course/data-science-python-data-science-with-real-problems-2/,114,4 ,4.5  hours,37 ,Beginner Level
The Deep Learning Masterclass - Convert Sketch to Photo,https://www.udemy.com/course/the-deep-learning-masterclass-convert-sketch-to-photo/,158,4 ,8  hours,50 ,All Levels
Toxic Question Classification using BERT and Tensorflow 2.4,https://www.udemy.com/course/toxic-question-classification-using-bert-and-tensorflow-24/,83,4 ,2.5  hours,18 ,Beginner Level
Applied Advanced Machine Learning In Python,https://www.udemy.com/course/learn-applied-machine-learning/,190,4 ,3  hours,13 ,All Levels
Python Machine Learning Bootcamp,https://www.udemy.com/course/python-machine-learning-bootcamp/,51,4 ,24  hours,102 ,Beginner Level
Hands-On Deep Q-Learning,https://www.udemy.com/course/hands-on-deep-q-learning/,193,4 ,2  hours,24 ,Intermediate Level
Reinforcement Learning for Robotics and Automation,https://www.udemy.com/course/reinforcement-learning-for-robotics-and-automation/,118,4 ,1  hour,13 ,Beginner Level
"Time Series Analysis, Forecasting, and ML with Python",https://www.udemy.com/course/time-series-analysis-forecasting-and-ml-with-python/,10,4 ,5.5  hours,42 ,All Levels
Data Engineering - SSIS/ETL/Pipelines/Python/Web Scraping,https://www.udemy.com/course/data-engineering-ssisetlpipelinespythonweb-scraping/,67,4 ,6.5  hours,79 ,Beginner Level
Machine Learning with Scikit-Learn in 7 Hours,https://www.udemy.com/course/machine-learning-with-scikit-learn-in-7-hours/,92,4 ,7.5  hours,91 ,Beginner Level
R Programming Easy As ABC: For The Beginner Data Scientist,https://www.udemy.com/course/r-programming-easy-as-abc-for-the-beginner-data-scientist/,49,4 ,4.5  hours,59 ,Beginner Level
Linear Algebra for machine learning and Data science.,https://www.udemy.com/course/master-linear-algebra-for-machine-learning-data-science/,120,4 ,7.5  hours,80 ,All Levels
15 machine learning projects 2022,https://www.udemy.com/course/industry-level-machine-learning-projects/,35,4 ,1  hour,15 ,All Levels
TensorFlow: Application Development Using TensorFlow: 2-in-1,https://www.udemy.com/course/tensorflow-application-development-using-tensorflow-2-in-1/,38,4 ,4.5  hours,46 ,Beginner Level
Correlation & Regression: Concepts with Illustrative example,https://www.udemy.com/course/correlation-regression-concepts-with-illustrative-example/,149,4 ,3.5  hours,9 ,Beginner Level
Natural Language Processing (NLP) Using NLTK in Python,https://www.udemy.com/course/natural-language-processing-nlp-using-nltk-in-python/,168,4 ,3  hours,54 ,Beginner Level
dbt-Beginner to Pro,https://www.udemy.com/course/dbt-beginner-to-pro/,81,4 ,4  hours,37 ,All Levels
Cluster Analysis : Unsupervised Machine Learning in Python,https://www.udemy.com/course/clusteranalysis/,140,4 ,1  hour,19 ,All Levels
Linear Programming for Data Science,https://www.udemy.com/course/linear-programming-for-data-science-i/,93,4 ,2.5  hours,19 ,Beginner Level
Learn how to create content based hotel recommendations,https://www.udemy.com/course/learn-how-to-create-content-based-recommendations-for-hotel/,102,4 ,1  hour,12 ,Beginner Level
Introduction to Transformer for NLP with Python,https://www.udemy.com/course/la-hoang-quy-introduction-to-transformer-for-nlp-with-python/,75,4 ,7  hours,33 ,Intermediate Level
MatPlotLib for Python Developers - Intermediate,https://www.udemy.com/course/matplotlib-for-python-developers-intermediate-examturf/,161,4 ,2.5  hours,20 ,All Levels
Machine Learning: Practical labs with Math's Core Foundation,https://www.udemy.com/course/machine-learning-practical-labs/,83,4 ,3.5  hours,22 ,Beginner Level
Convert Scanned Documents to Text. JPG to Excel,https://www.udemy.com/course/convert-scanned-documents-to-text-jpg-and-image-to-txt/,129,4 ,1.5  hours,10 ,Beginner Level
Updated Comprehensive Guide to Bioinformatics Databases,https://www.udemy.com/course/updated-comprehensive-guide-to-bioinformatics-databases/,153,4 ,2.5  hours,42 ,All Levels
"Data science - using python, plotly and leaflet",https://www.udemy.com/course/learn-data-science-covid-19-and-cholera-pandemic-projects/,2,3 ,10  hours,39 ,All Levels
Advanced Artificial Intelligence Projects with Python,https://www.udemy.com/course/advanced-artificial-intelligence-projects-with-python/,19,3 ,2  hours,14 ,Intermediate Level
Machine Learning in Construction. Price and Time Prediction,https://www.udemy.com/course/machine-learning-price-and-time-prediction/,113,3 ,1.5  hours,9 ,Beginner Level
Machine Learning with Python,https://www.udemy.com/course/machine-learning-with-python-g/,136,3 ,9.5  hours,59 ,Expert
Hands-On Artificial Intelligence with Keras and Python,https://www.udemy.com/course/hands-on-artificial-intelligence-with-keras-and-python/,104,3 ,2.5  hours,20 ,Beginner Level
Data Cleaning & Preprocessing in Python for Machine Learning,https://www.udemy.com/course/data-cleaning-in-python-for-analytics-machine-learning/,47,3 ,1.5  hours,31 ,Beginner Level
Hands-on Machine Learning with Scikit-learn and TensorFlow 2,https://www.udemy.com/course/hands-on-machine-learning-with-scikit-learn-and-tensorflow-2/,52,3 ,10.5  hours,62 ,Intermediate Level
Data Science â End 2 End Beginners Course Part 1,https://www.udemy.com/course/datascience-e2e-beginnerscourse-machinelearning-dataanalytics/,159,3 ,22.5  hours,80 ,Beginner Level
Machine Learning with R,https://www.udemy.com/course/machine-learning-with-r-d/,156,3 ,2  hours,30 ,Beginner Level
Hands-On Artificial Intelligence for Small Businesses,https://www.udemy.com/course/hands-on-artificial-intelligence-for-small-businesses/,12,3 ,4.5  hours,27 ,Beginner Level
Natural Language Processing in Practice,https://www.udemy.com/course/natural-language-processing-in-practice/,40,3 ,2  hours,28 ,Beginner Level
Python Machine Learning Solutions,https://www.udemy.com/course/python-machine-learning-solutions/,7,3 ,4.5  hours,96 ,Intermediate Level
Building Advanced OpenCV3 Projects with Python,https://www.udemy.com/course/building-advanced-opencv3-projects-with-python/,181,3 ,1  hour,9 ,Expert
Data Science and Machine Learning with Python and Tensorflow,https://www.udemy.com/course/data-science-and-machine-learning-with-python-and-tensorflow/,64,3 ,114.5  hours,423 ,All Levels
Boosting Machine Learning Models in Python,https://www.udemy.com/course/boosting-machine-learning-models-in-python/,161,3 ,3  hours,19 ,Beginner Level
Comprehensive course on Machine Learning With Azure,https://www.udemy.com/course/azureandml/,73,3 ,9.5  hours,69 ,All Levels
Alteryx: Data Science with Alteryx,https://www.udemy.com/course/data-science-alteryx/,107,3 ,1  hour,7 ,All Levels
GIS for Drone Pilots using QGIS (w/ Airspace Data Template),https://www.udemy.com/course/gis-for-drone-pilots-using-qgis-w-airspace-data-template/,3,3 ,3.5  hours,30 ,All Levels
Deep Learning and NLP with Python: 2-in-1,https://www.udemy.com/course/deep-learning-and-nlp-with-python-2-in-1/,43,3 ,3.5  hours,31 ,Beginner Level
